avatarThumbnail,cid,createTime,createTimeISO,diggCount,repliesToId,replyCommentTotal,submittedVideoUrl,text,uid,uniqueId,videoWebUrl
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/20a8a2bbd37cd379a74769ff57862cc1~c5_100x100.jpg?lk3s=30310797&nonce=85576&refresh_token=0133e53add784e602fe0d1b3d546d116&x-expires=1739354400&x-signature=SXTQz5LgNwLMSnS36Yjq3bArYwc%3D&shp=30310797&shcp=-,7.44E+18,1733186351,2024-12-03T00:39:11.000Z,0,,0,https://www.tiktok.com/@manysidesofp/video/7436737543997017351?_r=1&_t=8rN2QN5hfJx,@uuio2vcxyioxp🥰😅,7.05E+18,ikasantika0810,https://www.tiktok.com/@manysidesofp/video/7436737543997017351
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ceea8369cddca6af8d1db06de3edbf12~c5_100x100.jpg?lk3s=30310797&nonce=40971&refresh_token=500b99dd39cc39a84f9ecf85eff22ef6&x-expires=1739354400&x-signature=sB9drjwBpmIfvZ8jsi25eHmzJQo%3D&shp=30310797&shcp=-,7.45E+18,1733637371,2024-12-08T05:56:11.000Z,0,,0,https://www.tiktok.com/@manysidesofp/video/7436737543997017351?_r=1&_t=8rN2QN5hfJx,gw kira Christy anjir,7.36E+18,basmalah5.gralind,https://www.tiktok.com/@manysidesofp/video/7436737543997017351
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/9464b6b18ec6d69073dcf8399ea2c8e9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=26925&refresh_token=bd9de8940275d98553c81d720d9b2292&x-expires=1739354400&x-signature=M5lIBDeqiQ%2FvO8GA50cTUcCyNAc%3D&idc=useast8&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1732529550,2024-11-25T10:12:30.000Z,0,,0,https://www.tiktok.com/@manysidesofp/video/7436737543997017351?_r=1&_t=8rN2QN5hfJx,🇦🇧🇬🇶🇪🇦🇹🇧🇧🇭🇬🇬🇶🇬🇬🇬🇬,7.32E+18,ashar2375,https://www.tiktok.com/@manysidesofp/video/7436737543997017351
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/d79dc764638dba99b3169085c33c24a0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=98749&refresh_token=88ecb3f976aaf259f4ef548e578746f3&x-expires=1739354400&x-signature=ABfeebiJDR50IxLnMux4dSUN04M%3D&idc=useast8&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1731500989,2024-11-13T12:29:49.000Z,0,,0,https://www.tiktok.com/@manysidesofp/video/7436737543997017351?_r=1&_t=8rN2QN5hfJx,4,7.19E+18,trisha_.love1,https://www.tiktok.com/@manysidesofp/video/7436737543997017351
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/bad6758595c0514e28e798c8e2353b28.jpg?lk3s=30310797&nonce=44306&refresh_token=1291cec459e4c2b037af9067798fd9c7&x-expires=1739354400&x-signature=DY%2FXcGevfYBQn%2FY9ADh7UazFAIA%3D&shp=30310797&shcp=-,7.44E+18,1733205244,2024-12-03T05:54:04.000Z,0,,0,https://www.tiktok.com/@manysidesofp/video/7436737543997017351?_r=1&_t=8rN2QN5hfJx,beli keju puck di mana kk,6.71E+18,najwa_ajah24,https://www.tiktok.com/@manysidesofp/video/7436737543997017351
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/4a46468147dc8bd8bc5b7e04365850fc.jpg?lk3s=30310797&nonce=50094&refresh_token=9532ab1e3646dde5f9e6bba1d3c86001&x-expires=1739354400&x-signature=WLSSK3u49%2FOyFcK8Nv4x47%2BQBt4%3D&shp=30310797&shcp=-,7.44E+18,1732676884,2024-11-27T03:08:04.000Z,66,,1,https://www.tiktok.com/@adliyy_/video/7441184232103251217,"bng"" mana cukup 10k belum lagi harga cimory dan chis cream ny udah berape",7.36E+18,rafarafa15732,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d0f72ee20dc3f3dc32728015c72ea00a~c5_100x100.jpg?lk3s=30310797&nonce=94672&refresh_token=d65eebf228ce5575f2aade3ed01b1172&x-expires=1739354400&x-signature=igK6Vp4cq5GlJM%2FSiPrxhBvR97Y%3D&shp=30310797&shcp=-,7.44E+18,1732536516,2024-11-25T12:08:36.000Z,8,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,Maca cii,6.97E+18,putra_trakhir,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/8b998cf36739c614307c28b1ea9be6fb.jpg?lk3s=30310797&nonce=28586&refresh_token=e8a11204ca28aec0e328898c1639061a&x-expires=1739354400&x-signature=5xBMxOM9FYS3oKO18EtH3jYtvBA%3D&shp=30310797&shcp=-,7.44E+18,1732535908,2024-11-25T11:58:28.000Z,3,,1,https://www.tiktok.com/@adliyy_/video/7441184232103251217,pertama,7.32E+18,dewa_vnz,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/29d3469c097d756de2a5513c76e8f4fc~c5_100x100.jpg?lk3s=30310797&nonce=93928&refresh_token=1f0774055b48a0ad5aef3425df2ab218&x-expires=1739354400&x-signature=xr%2B%2BhLX3lQn7xFVeSO9l1VcfYBo%3D&shp=30310797&shcp=-,7.44E+18,1732543155,2024-11-25T13:59:15.000Z,2,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,24,7.41E+18,awizzz_gaming,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/5a9ec49db46af458f5b5af3f3972132e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=9361&refresh_token=e03030a6168e0e485bda4ce114a319d0&x-expires=1739354400&x-signature=NeWnwdoOng12J7iIcKdPghSjB58%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1732941681,2024-11-30T04:41:21.000Z,3,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,eak,7.39E+18,1.2gracia_2013,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/f5fcf0938c5dc8f0b19a54d01fca45d5.jpg?lk3s=30310797&nonce=92182&refresh_token=94cef92ada50000f329002cbb0a394de&x-expires=1739354400&x-signature=qlk9ANjfU8Am6Hf6X7OPbI63Nr8%3D&shp=30310797&shcp=-,7.44E+18,1732535947,2024-11-25T11:59:07.000Z,1,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,kedua,7.01E+18,daf.xdayrot,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/458b71b81cc16f97c8107f34a62d60df~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=42543&refresh_token=f47b8dc6b055c0f3c17200abbdfd35eb&x-expires=1739354400&x-signature=hFyY9gG1N32UeqVOfpKOyilCZRE%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1732535977,2024-11-25T11:59:37.000Z,1,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,ketiga,7.41E+18,parlin.941,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/49d8c821f2f206a9180732ec8488d2f8.jpg?lk3s=30310797&nonce=32358&refresh_token=efb027b0efbd66442b6c85a66f60aabc&x-expires=1739354400&x-signature=h1lmCx40L%2F10DrSE1L7b6IIwmks%3D&shp=30310797&shcp=-,7.44E+18,1732536571,2024-11-25T12:09:31.000Z,1,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,pertama nih,7.37E+18,axytzyanton,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/c8d4838b7d8a0c14e4202ade5801f400~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=23058&refresh_token=197b618af63696c0f5b66b3f73472959&x-expires=1739354400&x-signature=al811%2FJruekGqdZ09sOc%2BJF3ZXk%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1732943552,2024-11-30T05:12:32.000Z,1,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,ᴘ,6.94E+18,wilzz.sukawayang,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/bd5ba778228965bbbbe69bd664994bfc.jpg?lk3s=30310797&nonce=38375&refresh_token=29e615cc68f6a04616ff620c53e971b2&x-expires=1739354400&x-signature=0FXhULd8sPILgQBqKMWuE73AAn8%3D&shp=30310797&shcp=-,7.44E+18,1732537050,2024-11-25T12:17:30.000Z,2,,1,https://www.tiktok.com/@adliyy_/video/7441184232103251217,pertama,7.36E+18,ieww82,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/01bc9774b18ecd26302e88c5fc7c92e9~c5_100x100.jpg?lk3s=30310797&nonce=35366&refresh_token=ffc5bd1edc3a1a481863b07dad4cd2c8&x-expires=1739354400&x-signature=avBn9Ty0nKcTi3SzU5re0iUHM0o%3D&shp=30310797&shcp=-,7.44E+18,1732543039,2024-11-25T13:57:19.000Z,1,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,Matchadepankuuuuu,7.33E+18,desiscathlia,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/2da8b0a6435e42e568b522fa1c87c28b.jpg?lk3s=30310797&nonce=85945&refresh_token=12f3d2fbc2ac72ca4f88195cf47921fe&x-expires=1739354400&x-signature=xUzFmYHZy6UHCaMNvct846g45I0%3D&shp=30310797&shcp=-,7.44E+18,1732536082,2024-11-25T12:01:22.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,kelima,7.11E+18,ridd_222,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e29e5bf74666bb6f2e38713e4d714cf9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=15320&refresh_token=9149cfd12de7c54b4cd3ee3c89fe4ab1&x-expires=1739354400&x-signature=%2FnqLPaJ%2BaDrNy9vJMUN3x%2F%2FgVNk%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1732536341,2024-11-25T12:05:41.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,ke 10,7.42E+18,syahril.gacor0,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/1b87d43f4347fe243169d33020509d71.jpg?lk3s=30310797&nonce=17349&refresh_token=7798249a5d19fb01eb40ec6ebebf7dc7&x-expires=1739354400&x-signature=4H5JqxIcMBB6e12W7a2K3BortgU%3D&shp=30310797&shcp=-,7.45E+18,1734372486,2024-12-16T18:08:06.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,cobain udang saus duren bang,7.15E+18,abeee_.005,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/253a11f02198a108847fab6178c4f633~c5_100x100.jpg?lk3s=30310797&nonce=74480&refresh_token=29a093e6f0cda121603ecee792492f7a&x-expires=1739354400&x-signature=V6ABc5h07IjkeT4Fyd2aYrmAqcE%3D&shp=30310797&shcp=-,7.44E+18,1732536331,2024-11-25T12:05:31.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,ke 10 bang,7.15E+18,sattkulz,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/0b1bfd072875d0240edfc73d96baf836~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=53057&refresh_token=4bdccde3ca2706044875ec160437ff97&x-expires=1739354400&x-signature=W9Ox%2Fp9ZZHrNzWn2872n%2FFDbBzI%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1732536046,2024-11-25T12:00:46.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,empat,7.37E+18,bocil_bonyel,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/cc8e276ca81930de1af4f69468d8d77f.jpg?lk3s=30310797&nonce=87485&refresh_token=b9d147e3fe58b6db59698ac31ca39fb9&x-expires=1739354400&x-signature=ddoWs46ya9tXf8vJcr16%2Br5tmMQ%3D&shp=30310797&shcp=-,7.44E+18,1732536243,2024-11-25T12:04:03.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,ke 8,7.30E+18,marzzbooy1,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/988be3d73373401bdbcf987e54d10f8e.jpg?lk3s=30310797&nonce=49679&refresh_token=1f0614bff57e5425609cbcbc870eba0d&x-expires=1739354400&x-signature=QOjDjRofaJkwuLSFstHPZh1bkbY%3D&shp=30310797&shcp=-,7.44E+18,1732705692,2024-11-27T11:08:12.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,ke 3000000000000,7.40E+18,kaunisape12345,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/4442a6594566a20be544fd9836493a9d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=74914&refresh_token=c332f8a87c6490dccdfb96408f82bc61&x-expires=1739354400&x-signature=oGFcFQ3kwu3Ryi%2FeQcjWW7uNA3E%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1732542334,2024-11-25T13:45:34.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,😂,7.42E+18,sakhy.lazuardy,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/b9150f3359d37693194bd56c69886fb8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=12619&refresh_token=534869f48789f4c33078d96329ce8c4c&x-expires=1739354400&x-signature=qQPG9DJI%2BFoa7yoVU8N3%2FuU%2F%2Bog%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1732695752,2024-11-27T08:22:32.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,💗💗💗,7.36E+18,nadia.alesha25,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&nonce=45313&refresh_token=92c9761c0cd5c10205300153328528e1&x-expires=1739354400&x-signature=mMHnM4CxZpUd59CkBDq5wV6Z31g%3D&shp=30310797&shcp=-,7.44E+18,1733115918,2024-12-02T05:05:18.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,😂,7.15E+18,user2679661766191,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/4442a6594566a20be544fd9836493a9d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=74914&refresh_token=c332f8a87c6490dccdfb96408f82bc61&x-expires=1739354400&x-signature=oGFcFQ3kwu3Ryi%2FeQcjWW7uNA3E%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1732542416,2024-11-25T13:46:56.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,😂,7.42E+18,sakhy.lazuardy,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/0beb81d6d15756bb72e1e0252bfe13a2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=93710&refresh_token=74c0055fa346df06685ffbae52beff85&x-expires=1739354400&x-signature=bR7ADn4L8vesnElIwmd2Wd%2B3%2BBo%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1733042822,2024-12-01T08:47:02.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,🥰,7.35E+18,boboy28u,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ed16b0ed3d75110fb31056ace29dc96d~c5_100x100.jpg?lk3s=30310797&nonce=81629&refresh_token=090103d386cd40fe346e4de356c69c51&x-expires=1739354400&x-signature=0IWe0BYvIkNIfCMBooDQtJF2KvA%3D&shp=30310797&shcp=-,7.44E+18,1732544395,2024-11-25T14:19:55.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,😂😂😂,6.83E+18,firmanfirman325,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/73714db4d1e4758c2526d65eabb8a721.jpg?lk3s=30310797&nonce=95496&refresh_token=a6d1f71ef40dd2b53bb4972a8a9f6d2f&x-expires=1739354400&x-signature=SuBopT1rgN5rE0JwulWAhcaFc1s%3D&shp=30310797&shcp=-,7.44E+18,1732543609,2024-11-25T14:06:49.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,😁😁,7.40E+18,hahahihi8123,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/8420344a7ea488aa33c897f8db6b54ba.jpg?lk3s=30310797&nonce=58001&refresh_token=097a3ba33988958c118d690c0942c4af&x-expires=1739354400&x-signature=NJr3vYh6R5%2F6GGzCxZd9iO1WQ2U%3D&shp=30310797&shcp=-,7.45E+18,1734255282,2024-12-15T09:34:42.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,🥰,7.10E+18,superhero_o1,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/a62c5652129b99df5b58a01bf097f7de~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=72477&refresh_token=353b3e5490e90a87481196ae27bea6dd&x-expires=1739354400&x-signature=VzuEEapo3VFbtCC0jZKdbmIRCbI%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1732961735,2024-11-30T10:15:35.000Z,0,,2,https://www.tiktok.com/@adliyy_/video/7441184232103251217,@𝙁𝙞𝙣𝙯𝙯 🗿,7.08E+18,ardi78691,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/37d83f411e02b8202553cb86e43e72cd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=75320&refresh_token=3824c8c46e0e04d422633c049f27ab2c&x-expires=1739354400&x-signature=BqPQI4gVaTbNAvVC8jQO20CXWmU%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1732973186,2024-11-30T13:26:26.000Z,1,7.44E+18,,https://www.tiktok.com/@adliyy_/video/7441184232103251217,RZQ @Ardi.,6.92E+18,muhammadalfin1612_,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/4442a6594566a20be544fd9836493a9d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=74914&refresh_token=c332f8a87c6490dccdfb96408f82bc61&x-expires=1739354400&x-signature=oGFcFQ3kwu3Ryi%2FeQcjWW7uNA3E%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1732542366,2024-11-25T13:46:06.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,🥰,7.42E+18,sakhy.lazuardy,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/4442a6594566a20be544fd9836493a9d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=74914&refresh_token=c332f8a87c6490dccdfb96408f82bc61&x-expires=1739354400&x-signature=oGFcFQ3kwu3Ryi%2FeQcjWW7uNA3E%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1732542363,2024-11-25T13:46:03.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,😁,7.42E+18,sakhy.lazuardy,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/3df474d2cf2aa9e6037c7b7b900a1128~c5_100x100.jpg?lk3s=30310797&nonce=32247&refresh_token=3e440173acb536df121433a45614f64b&x-expires=1739354400&x-signature=cEmaWkGyFAjDp0YrM8JYJ3yGjus%3D&shp=30310797&shcp=-,7.45E+18,1735710374,2025-01-01T05:46:14.000Z,0,,0,https://www.tiktok.com/@adliyy_/video/7441184232103251217,😈😈😈,6.87E+18,auntyusuf1yrki,https://www.tiktok.com/@adliyy_/video/7441184232103251217
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b843b06927099c776ca5c69625dca9fe~c5_100x100.jpg?lk3s=30310797&nonce=6368&refresh_token=d7cdff91e491440ac5bde9846c1bd8e5&x-expires=1739354400&x-signature=Gk%2B063f%2B%2Fl9FVy%2FCTtGXIX%2BHajo%3D&shp=30310797&shcp=-,7.45E+18,1734296052,2024-12-15T20:54:12.000Z,0,,0,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063,ka waktu undangan ke kantornya bawa STNK tanpa motor bisa gak? apa harus dibawa juga motornya?,7.25E+18,la_vistha,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/1b233eda56d8a57026300731b7adbf19.jpg?lk3s=30310797&nonce=69333&refresh_token=716cde0d798d8e9342fe7f7fb0ca6d5c&x-expires=1739354400&x-signature=VR9%2BUw4aWNankRsGacqtoe70psA%3D&shp=30310797&shcp=-,7.44E+18,1732541198,2024-11-25T13:26:38.000Z,0,,1,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063,Beuuhhhhhh ngilerrr euyyyyy 🤤 solusi praktis sih ini bisa di bikin di rumah 👍,6.87E+18,jitoojol,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/730061dd26d7d7ca9ba79c874dfc4a6e~c5_100x100.jpg?lk3s=30310797&nonce=75808&refresh_token=0fab0c854647a0f51b94396394b266f6&x-expires=1739354400&x-signature=yJA5VhmQYQIkYhT25lxhl0EOMBI%3D&shp=30310797&shcp=-,7.44E+18,1732642766,2024-11-26T17:39:26.000Z,1,7.44E+18,,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063,gasss bikin🔥🔥,6.80E+18,ardhiapraditha,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/b8e84c184fe8926160f9bc085e3c26f4~c5_100x100.jpg?lk3s=30310797&nonce=11553&refresh_token=ab60f78572342109a6f67680412cddb6&x-expires=1739354400&x-signature=fhF2Q%2FMPHTzSZJ9XCOqZh%2BH5jZo%3D&shp=30310797&shcp=-,7.44E+18,1732552015,2024-11-25T16:26:55.000Z,0,,1,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063,"jadi kepengen kak, bsk bikin ahh bang put",6.79E+18,putraadiguna,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/730061dd26d7d7ca9ba79c874dfc4a6e~c5_100x100.jpg?lk3s=30310797&nonce=75808&refresh_token=0fab0c854647a0f51b94396394b266f6&x-expires=1739354400&x-signature=yJA5VhmQYQIkYhT25lxhl0EOMBI%3D&shp=30310797&shcp=-,7.44E+18,1732642829,2024-11-26T17:40:29.000Z,0,7.44E+18,,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063,gassss bikin abangku,6.80E+18,ardhiapraditha,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1d96105294d992450c2ebe166b78dd6d~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=88916&refresh_token=6da3b0c2f754a1ac6bffb0deed861035&x-expires=1739354400&x-signature=XCTACoSD67%2F6C7sd4lwiLqmtgOA%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1732543201,2024-11-25T14:00:01.000Z,0,,2,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063,ka bikin vidio ada teks nya gitu pake apk apa?,7.23E+18,kgojol91,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/730061dd26d7d7ca9ba79c874dfc4a6e~c5_100x100.jpg?lk3s=30310797&nonce=75808&refresh_token=0fab0c854647a0f51b94396394b266f6&x-expires=1739354400&x-signature=yJA5VhmQYQIkYhT25lxhl0EOMBI%3D&shp=30310797&shcp=-,7.44E+18,1732642858,2024-11-26T17:40:58.000Z,0,7.44E+18,,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063,semua video aku so far editnya selalu pake capcut kak,6.80E+18,ardhiapraditha,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7320515045312430112~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=7556&refresh_token=8e37a937f1ed77d33715baaca993e968&x-expires=1739354400&x-signature=%2F4orODfR88Mal81Z9zqWJSzJHRE%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1732537699,2024-11-25T12:28:19.000Z,1,,1,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063,Hacks kalo mau ke cafe tp tanggal tua🥲,6.98E+18,melindaholmes100,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/730061dd26d7d7ca9ba79c874dfc4a6e~c5_100x100.jpg?lk3s=30310797&nonce=75808&refresh_token=0fab0c854647a0f51b94396394b266f6&x-expires=1739354400&x-signature=yJA5VhmQYQIkYhT25lxhl0EOMBI%3D&shp=30310797&shcp=-,7.44E+18,1732642821,2024-11-26T17:40:21.000Z,0,7.44E+18,,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063,#NAME?,6.80E+18,ardhiapraditha,https://www.tiktok.com/@ardhiapraditha/video/7441188643449933063
